id,status,name,company_type,Type,cidade,estado,carteira,Assinatura,Novo company_type,Nova carteira
25125,inactive,Munich Import,Revenda,company,Adamantina,São Paulo,Carteira UsadosBR,#N/A,Revendas,Lucas Bombini
25126,inactive,Audi Car Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25128,inactive,Perimetral Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25129,active,Auto Verde Multimarcas,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,Plano Revenda 20,Revendas,Gabriela Silva
25130,active,Nasa Veículos,Concessionaria,company,Anápolis,Goiás,Carteira CS - Kelly Viana,Primeira Prioridade,Concessionárias,
25131,active,AGM Multimarcas - Filial,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,Plano Revenda 40,Concessionárias,
25132,inactive,Auto Líbano,Revenda,company,Goiânia,Goiás,Carteira CS - Rita Moregola,#N/A,Revendas,Gabriela Silva
25134,active,Goiânia Veículos Lj. 2 - Buriti,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25135,inactive,Vivel Multimarcas,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,#N/A,Revendas,Gabriela Silva
25136,inactive,Stillo Motors,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25137,inactive,Zezinho Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25138,inactive,Centro Oeste Auto Car,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,#N/A,Revendas,Gabriela Silva
25139,inactive,Auto Marcas Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25140,inactive,Comvida Multimarcas,Revenda,company,Mineiros,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25141,inactive,Visão Veículos Lj. 2,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25142,active,Ala Motors,Revenda,company,Caldas Novas,Goiás,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Revendas,Gabriela Silva
25143,inactive,Rede Car Multimarcas,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25144,inactive,Atlanta Motors,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25145,inactive,AlfaCar Auto Shopping,Revenda,company,Aparecida de Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25146,inactive,Fernando Auto Marcas,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25147,inactive,Aldeia Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25148,inactive,MR Motos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25149,active,Central Sul Veículos,Revenda,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,DS Autoestoque,Revendas,Diogo Ramos
25150,active,Autocar Veículos,Revenda,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Revendas,Diogo Ramos
25151,inactive,Maranello Automoveis,Revenda,company,Anápolis,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25152,inactive,Suécia Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25153,inactive,Speed Motors,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25154,inactive,Cesar Automoveis,Revenda,company,Brasília,Distrito Federal,Carteira CS - Rita Moregola,#N/A,Revendas,Diogo Ramos
25156,inactive,Fox Car Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25157,active,Placar Multimarcas,Revenda,company,Brasília,Distrito Federal,Carteira Closer - Karina Ribeiro,Anuncio Revenda Ilimitado,Revendas,Diogo Ramos
25159,active,Jovel Multimarcas,Revenda,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,Primeira Prioridade,Revendas,Diogo Ramos
25160,inactive,Dubai Motorcycles,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25161,inactive,Mavic Car Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25162,inactive,MF Car,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25163,inactive,Dois Irmaos Automoveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25164,inactive,Central Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25165,inactive,Taira Rent a Car Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25166,inactive,Itanhanga Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25167,inactive,Atalaias Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25168,inactive,Multi Carros,Revenda,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,#N/A,Revendas,Diogo Ramos
25169,inactive,Celsinho Veículos,Revenda,company,Inhumas,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25170,inactive,Magnum Automoveis,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25171,inactive,Qnj Veiculos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25172,inactive,SL Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25173,inactive,Jocar Multimarcas,Revenda,company,Aparecida de Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25174,inactive,Auto Garcia Automóveis,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25175,inactive,Saga Seminovos Parque Ford,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Concessionárias,
25176,inactive,Kalil Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25177,active,Center Autos e Motos,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,DS Autoestoque,Revendas,Gabriela Silva
25178,inactive,S R Veiculos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25179,inactive,Fenix Automoveis Ltda,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25180,inactive,Jamale Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25181,inactive,MC Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25182,inactive,Conpel Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25183,inactive,Narauto Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25184,inactive,Perkal Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira Concessionária,#N/A,Concessionárias,
25185,inactive,Gold Automóveis,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25186,inactive,Trokar Veiculos Ltda,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25187,inactive,Nantes Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25188,inactive,Marka Veiculos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25189,inactive,Solocar Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25191,inactive,TR4 VEICULOS,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25192,inactive,Terra Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25193,inactive,Champanhá Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25194,inactive,Quatorze De Julho Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25195,inactive,C & A Automóveis,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25196,inactive,Dudu Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25197,inactive,Omega Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25199,inactive,Auto Fácil Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25200,active,Piloto Multimarcas,Revenda,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,DS Autoestoque,Revendas,Diogo Ramos
25202,inactive,Brazil Car,Revenda,company,Aparecida de Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25203,inactive,Metrô Multimarcas,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25204,inactive,Le Mans Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25207,inactive,Brava Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25208,inactive,1001 Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25209,inactive,Helio Car Veiculos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25210,inactive,Filadelfia Veiculos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25211,inactive,V3 veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25212,inactive,Mais Veículos,Revenda,company,Jataí,Goiás,Carteira CS - Kelly Viana,#N/A,Revendas,Gabriela Silva
25213,inactive,Fortcar & Trocacarro,Revenda,company,Jataí,Goiás,Carteira CS - Rita Moregola,#N/A,Revendas,Gabriela Silva
25214,inactive,Vei Motors,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25215,inactive,Simone Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25216,inactive,Griffe Car,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25217,inactive,Mustang Motors,Revenda,company,Goiânia,Goiás,Carteira CS - Rita Moregola,#N/A,Revendas,Gabriela Silva
25218,active,Edmar Veículos,Revenda,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,DS Autoestoque,Revendas,Diogo Ramos
25221,active,Brava Automóveis,Revenda,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Concessionárias,
25222,inactive,Unicar Veiculos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25223,inactive,Dell Car Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25224,inactive,HOT CAR,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25226,inactive,Borel Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25227,inactive,Multicar Veiculos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25228,inactive,JK Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25229,inactive,G3 Veiculos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25230,inactive,C.O.M Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25231,inactive,Jacaré Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25232,inactive,Salao do Automovel,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25233,active,Honda Haikar,Concessionaria,company,Goiânia,Goiás,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Concessionárias,
25235,inactive,Audi Car Multimarcas,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25236,inactive,Mundial Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25237,inactive,BenkO S Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25238,active,KIA Ventura Seminovos,Concessionaria,company,Goiânia,Goiás,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Concessionárias,
25239,inactive,Lider Caminhões,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25240,inactive,Casa do Automóvel,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25241,inactive,New Car Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25242,inactive,Marquez Automóveis,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25243,inactive,Citroën Liberté Flamboyant,Concessionaria,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Concessionárias,
25244,inactive,FortMotos e Autos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25245,active,Jesicar Autos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25246,inactive,RR Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25247,inactive,Saraiva Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25248,inactive,Alternativa Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25249,inactive,Aguia Veiculos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25250,inactive,Braz Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25251,inactive,Moto Car Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25252,inactive,Kbc Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25253,inactive,Auto Mais Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25254,inactive,Stilo Automóveis,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25255,inactive,Multicar Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25256,active,V12 Motors Sia,Concessionaria,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,Primeira Prioridade,Concessionárias,
25258,inactive,Rei Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25259,inactive,R1 Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25260,inactive,Village Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25261,inactive,Sorócar Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25262,inactive,Discautol,Concessionaria,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25263,inactive,Trocauto Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25264,inactive,OdiCar,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25265,inactive,Vitória Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25266,inactive,LD Veículos,Revenda,company,Anápolis,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25268,active,Renacar Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25269,inactive,Vilela Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25270,inactive,Seven Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25271,inactive,Prata Veiculos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25272,inactive,Giovel Automóveis,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25273,inactive,Vision Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25274,inactive,Marreco Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25275,inactive,WJR VEICULOS,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25276,inactive,Wd Veiculos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25277,active,Vera Cruz Multimarcas,Revenda,company,Goiânia,Goiás,Carteira CS - Bruna Rodrigues,#N/A,Concessionárias,
25278,inactive,Stock Car,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25279,inactive,Ildcar Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25280,inactive,RN Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25281,inactive,Rm Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25282,inactive,Foco Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25283,inactive,Via Norte Veículos,Revenda,company,Brasília,Distrito Federal,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25285,active,Orca Taguatinga,Concessionaria,company,Brasília,Distrito Federal,Carteira CS - Kelly Viana,#N/A,Concessionárias,
25286,active,Sirinno Veículos,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Revendas,Gabriela Silva
25287,inactive,MB Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25288,inactive,Sucesso Veiculos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25289,inactive,Car Giros Automóveis,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25290,inactive,Progresso Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25291,inactive,Estrela Caminhões,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Pesados,Diogo Ramos
25292,inactive,Federal Car,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira CS - Ana Lúcia Meireles,#N/A,Revendas,Diogo Ramos
25293,inactive,690 Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25294,inactive,MontCar Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25296,inactive,Miro Veículos Multimarcas,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,#N/A,Revendas,Gabriela Silva
25297,inactive,Luciano Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25299,inactive,Liberdade Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25300,inactive,Smaxx Automóveis,Concessionaria,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25301,inactive,Aero Car,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25302,inactive,Jr Veículos,Revenda,company,Goiânia,Goiás,Carteira UsadosBR,#N/A,Revendas,Gabriela Silva
25303,active,Auto Car Veículos,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,#N/A,Concessionárias,
25304,inactive,Mapa Veículos,Revenda,company,Campo Grande,Mato Grosso do Sul,Carteira UsadosBR,#N/A,Revendas,Diogo Ramos
25305,active,Pony Veículos,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,Site Revenda,Revendas,Gabriela Silva
25306,active,Studio Car Multimarcas,Revenda,company,Goiânia,Goiás,Carteira CS - Kelly Viana,Anuncio Revenda Ilimitado,Revendas,Gabriela Silva
